Averaged Grid, with depth 12:
Data Frame:
1224, 1256, 1270, 1519,
1127, 1316, 1585, 1593,
217, 1451, 1605, 1643,
958, 1192, 1437, 414,
1114, 1257, 1402, 1662,
1289, 1564, 1467, 1601,
971, 1614, 1635, 1662,
Averaged Grid, with depth 12:
Data Frame:
890, 1199, 1437, 436,
1349, 1385, 1400, 1651,
1248, 1449, 1720, 1726,
229, 1589, 1739, 1783,
1078, 1313, 1562, 435,
1239, 1385, 1533, 1660,
1415, 1697, 1603, 1730,
1054, 1753, 1773, 1802,
Averaged Grid, with depth 12:
Data Frame:
1003, 1319, 1558, 453,
1469, 1510, 1527, 1645,
1363, 1580, 1719, 1724,
326, 1721, 1739, 1781,
1196, 1430, 1562, 440,
1360, 1512, 1653, 1661,
1538, 1694, 1730, 1729,
1135, 1753, 1771, 1808,
Averaged Grid, with depth 12:
Data Frame:
1114, 1435, 1556, 454,
1581, 1628, 1644, 1643,
1471, 1702, 1719, 1725,
418, 1715, 1737, 1789,
1307, 1432, 1563, 440,
1476, 1629, 1653, 1659,
1535, 1693, 1730, 1729,
1124, 1752, 1771, 1807,
Averaged Grid, with depth 12:
Data Frame:
1215, 1544, 1557, 453,
1564, 1628, 1646, 1640,
1571, 1700, 1715, 1726,
509, 1712, 1741, 1781,
1413, 1539, 1564, 439,
1585, 1628, 1653, 1658,
1537, 1694, 1729, 1730,
1116, 1759, 1772, 1805,
Averaged Grid, with depth 12:
Data Frame:
1302, 1546, 1556, 452,
1564, 1625, 1645, 1638,
1556, 1699, 1714, 1726,
601, 1710, 1734, 1767,
1513, 1539, 1564, 437,
1586, 1630, 1647, 1658,
1528, 1696, 1729, 1731,
1155, 1752, 1773, 1810,
Averaged Grid, with depth 12:
Data Frame:
1303, 1546, 1556, 450,
1574, 1628, 1645, 1634,
1557, 1698, 1716, 1726,
692, 1704, 1735, 1761,
1514, 1543, 1567, 436,
1587, 1630, 1646, 1654,
1535, 1697, 1730, 1734,
1154, 1752, 1777, 1813,
Averaged Grid, with depth 12:
Data Frame:
1300, 1547, 1558, 449,
1573, 1627, 1647, 1634,
1559, 1697, 1718, 1726,
784, 1708, 1744, 1628,
1514, 1542, 1570, 435,
1586, 1632, 1646, 1650,
1534, 1695, 1728, 1620,
1157, 1752, 1660, 1680,
Averaged Grid, with depth 12:
Data Frame:
1301, 1546, 1558, 449,
1571, 1626, 1647, 1634,
1446, 1698, 1603, 1602,
783, 1578, 1616, 1492,
1515, 1542, 1461, 435,
1586, 1633, 1645, 1648,
1534, 1573, 1607, 1494,
1081, 1747, 1526, 1543,
Averaged Grid, with depth 12:
Data Frame:
1305, 1548, 1558, 449,
1572, 1629, 1647, 1634,
1339, 1701, 1479, 1473,
779, 1448, 1482, 1352,
1516, 1541, 1461, 431,
1582, 1632, 1529, 1532,
1425, 1453, 1479, 1365,
1008, 1615, 1388, 1408,
Averaged Grid, with depth 12:
Data Frame:
1301, 1551, 1559, 447,
1568, 1629, 1645, 1634,
1231, 1578, 1470, 1627,
1002, 1315, 1352, 1252,
1408, 1434, 1465, 425,
1583, 1631, 1411, 1418,
1312, 1330, 1350, 1237,
916, 1484, 1256, 1269,
Averaged Grid, with depth 12:
Data Frame:
1209, 1553, 1558, 446,
1465, 1629, 1646, 1519,
1124, 1454, 1346, 1500,
998, 1187, 1221, 1126,
1410, 1433, 1463, 418,
1582, 1632, 1409, 1301,
1205, 1207, 1222, 1111,
835, 1353, 1124, 1131,
Averaged Grid, with depth 12:
Data Frame:
1120, 1554, 1562, 442,
1361, 1630, 1646, 1408,
1016, 1334, 1219, 1377,
994, 1056, 1086, 991,
1303, 1431, 1461, 413,
1582, 1632, 1293, 1184,
1093, 1201, 1292, 1011,
964, 1221, 988, 1038,
Averaged Grid, with depth 12:
Data Frame:
1205, 1551, 1561, 440,
1251, 1633, 1642, 1293,
909, 1215, 1094, 1254,
991, 926, 958, 856,
1301, 1433, 1460, 410,
1581, 1633, 1178, 1067,
1094, 1079, 1165, 884,
887, 1087, 851, 898,
Averaged Grid, with depth 12:
Data Frame:
1109, 1552, 1561, 437,
1144, 1634, 1642, 1179,
802, 1210, 966, 1128,
896, 797, 825, 724,
1299, 1433, 1460, 407,
1579, 1516, 1179, 952,
979, 958, 1039, 760,
809, 957, 718, 766,
